-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0
0	-924	0	0	0	0	0	-1	0	0	0	0	0	0	0
0	1	-1	-1	1	0	0	0	0	0	0	0	0	0	0
0	1848	0	0	616	2	0	0	0	2	0	2	0	1	1
0	0	924	0	0	0	0	0	0	1	0	0	0	0	0
0	0	0	-1	1	0	0	0	0	0	0	0	0	0	0
0	0	0	1	-1	0	0	0	0	0	0	0	0	0	0
0	0	0	0	-308	1	0	0	0	0	0	0	0	0	0
0	0	0	0	-616	0	0	0	0	0	0	0	-1	0	0
0	0	0	0	308	-1	0	0	0	0	0	0	0	0	0
0	0	0	0	616	0	0	0	0	0	0	0	0	1	0
0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0
0	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0
0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
